X,Y,OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI
2490334.249400003813207,2408867.644596707075834,47716,,,3432,FRANCIS NR BALLARAT,POS,,,,,,,,OPERATIONAL,,,,
2499788.29100000159815,2411189.849196704104543,47717,,,3457,JOHNSTON/NICHOLSON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2498711.8482,2411325.15659670624882,47718,,,3458,JOHNSTON ST O'HEAD SIGNALS - MASTER,OH LANE,,,,,,,,OPERATIONAL,RLC,,,
2486210.132400003727525,2407802.937696702778339,47719,,,3508,BLACKSHAWS/CHAMBERS,INT,,,,,,,,OPERATIONAL,,,,
2493487.978000002913177,2416109.980496710166335,47720,,,3590,PASCOE VALE/ALBION/FLETCHER,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2493674.4493,2417491.656696712598205,47721,,,3593,PASCOE VALE/WOODLAND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2493535.973800007253885,2427024.150596719235182,47722,,,3619,PASCOE VALE/TAGGERTY CRES (NTH),INT,,,,,,,,OPERATIONAL,MICROCEL,,,
2500355.791500003542751,2396869.400396700948477,47723,,,3632,SOUTH/HAMPTON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2508644.541199994273484,2407224.916796704754233,47724,,,3682,WARRIGAL/RIVERSDALE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,PARTFCRT,T",,,
2508534.894299996085465,2406477.299596704542637,47725,,,3683,WARRIGAL NR GLEESON,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2507251.379199992865324,2397458.856896696612239,47726,,,3694,CENTRE/WARRIGAL,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,SRLC",,,
2510175.160999993793666,2409669.592296709306538,47727,,,3943,ELGAR/ARNOLD,INT,,,,,,,,OPERATIONAL,"ASB WARN,SRLC",,,
2508637.231799995992333,2405257.870396703481674,47728,,,3944,HIGHBURY NR HARRISON (FIRE STN),FIRE W/W,,,,,,,,OPERATIONAL,,,,
2499534.022900001145899,2400537.23699670098722,47729,,,3950,NEW/MARTIN,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2499399.078799999319,2399640.639896696433425,47730,,,3951,BAY/NEW/BARKLY,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2499322.345,2399130.849196700379252,47731,,,3952,NEW NR CADBY,POS,,,,,,,,OPERATIONAL,,,,
2499443.52920000301674,2397735.797996698878706,47732,,,3953,NEW NR WINDERMERE,POS,,,,,,,,OPERATIONAL,,,,
2500413.504600001964718,2399478.603496699593961,47733,,,3954,BAY NR WILLANSBY,POS,,,,,,,,OPERATIONAL,,,,
2500368.722099997103214,2399027.091096702031791,47734,,,3955,DURRANT NR MALE,POS,,,,,,,,OPERATIONAL,,,,
2500500.731499998830259,2397811.387396701611578,47735,,,3957,DENDY/HAMPTON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2500399.939199998975,2397171.853696702979505,47736,,,3958,HAMPTON NR WERE,POS,,,,,,,,OPERATIONAL,,,,
2502042.958800002466887,2398281.982396699488163,47737,,,3959,CENTRE/THOMAS,INT,,,,,,,,OPERATIONAL,,,,
2500602.949600002728403,2398498.977696697227657,47738,,,3960,CENTRE/HAMPTON,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,
2501623.3406,2399551.26689669676125,47739,,,3961,HAWTHORN NR CHARLES,POS,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,
2505251.129899998195469,2409458.030896706972271,47740,,,3977,BURKE/MONT ALBERT,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2493771.368600007612258,2423822.525096714496613,47741,,,3978,CAMP NR HARTLEY (FIRE STN),FIRE SIG,,,,,,,,OPERATIONAL,,,,
2494100.000900002196431,2426198.98099671676755,47742,,,3980,BARRY/BLAIR,INT,,,,,,,,OPERATIONAL,,,,
2494919.303800003603101,2426092.753096718341112,47743,,,3981,BARRY/KING/MAFFRA,INT,,,,,,,,OPERATIONAL,SRLC,,,
2500152.787000001873821,2425367.807396721094847,47744,,,3982,EDGARS/BARRY,INT,,,,,,,,OPERATIONAL,,,,
2496915.996299997903407,2417541.530496709048748,47745,,,3885,LOUISA NR VICTORIA,FLASH PX,,,,,,,,OPERATIONAL,,,,
2503286.872399998828769,2396419.352196699008346,47746,,,3642,SOUTH/STATION,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2504419.766500004101545,2396244.904396697878838,47747,,,3643,SOUTH/TAFE COLLEGE EXIT,INT,,,,,,,,OPERATIONAL,"ASB WARN,RADOUT",,,
2501351.18370000179857,2410630.258796707727015,47748,,,3660,STUDLEY PARK NR HODGSON,POS,,,,,,,,OPERATIONAL,,,,
2501761.331499999389,2410473.469196707010269,47749,,,3661,STUDLEY PARK/CARSON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2502543.347800001967698,2410391.80399671010673,47750,,,3662,HIGH/DENMARK/PRINCESS/STUDLEY PARK,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,MICROCEL,S",,,
2502984.8486,2410592.433696704916656,47751,,,3667,HIGH NR PAKINGTON,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,
2507923.223499994724989,2401960.622496701776981,47752,,,3678,MONASH/WARRIGAL (ON RAMP I/B) DD 3681,INT,,,,,,,,OPERATIONAL,,,,
2502460.38350000185892,2404045.96169670112431,47753,,,3679,STATION NR GLENFERRIE,FLASH PX,,,,,,,,OPERATIONAL,,,,
2507973.701599997468293,2402313.635496698319912,47754,,,3680,WARRIGAL/WAVERLEY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2508441.207399997860193,2405828.110096704214811,47755,,,3684,WARRIGAL NR LOUDON,POS,,,,,,,,OPERATIONAL,,,,
2508216.457199995405972,2404238.412096701562405,47756,,,3686,WARRIGAL NR FAKENHAM,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2508193.424299996346235,2404080.052396700717509,47757,,,3687,WARRIGAL NR POULTER,POS,,,,,,,,OPERATIONAL,,,,
2508301.6349,2404861.090096702799201,47758,,,3688,WARRIGAL NR MADELINE,POS,,,,,,,,OPERATIONAL,,,,
2508073.103599999,2402945.74109669867903,47759,,,3689,WARRIGAL/THE BOULEVARD,INT,,,,,,,,OPERATIONAL,PUFFIN,,,
2507684.884000001009554,2400295.314096702262759,47760,,,3691,WARRIGAL/ATHERTON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2507610.398199994117022,2399917.789296696893871,47761,,,3692,WARRIGAL NR KANGAROO,POS,,,,,,,,OPERATIONAL,,,,
2507119.222599996253848,2396618.865896696224809,47762,,,3695,WARRIGAL/OLD DANDENONG,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,
2507002.244099993258715,2395817.593896694481373,47763,,,3696,WARRIGAL/SOUTH/DINGLEY BYPASS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2493144.604400005191565,2419647.09869671612978,47764,,,3596,PASCOE VALE NR MAIN,POS,,,,,,,,OPERATIONAL,,,,
2493055.139300006907433,2419952.894796712324023,47765,,,3597,PASCOE VALE/DEVON/WINIFRED,INT,,,,,,,,OPERATIONAL,"PTS_SIGN,RLC",,,
2492784.896300005260855,2420615.457396714016795,47766,,,3598,PASCOE VALE NR WILLETT,POS,,,,,,,,OPERATIONAL,,,,
2492605.742100003175437,2421621.026696715503931,47767,,,3599,PASCOE VALE/GLENROY,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,
2492793.342900002840906,2424128.051896717399359,47768,,,3600,PASCOE VALE/DIMBOOLA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2492575.263700003735721,2421786.363696711137891,47769,,,3603,PASCOE VALE NR BELAIR,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2492967.717200005892664,2420232.721396714448929,47770,,,3604,PASCOE VALE NR MEAKER,POS,,,,,,,,OPERATIONAL,,,,
2493435.434000003151596,2415242.814996711909771,47771,,,3605,PASCOE VALE/KELLAWAY,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2493519.973200003616512,2415870.500296711921692,47772,,,3606,PASCOE VALE/BUCKLEY,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2492210.951,2417191.545296711847186,47773,,,3608,MT ALEXANDER NR LEAKE,FLASH PX,,,,,,,,OPERATIONAL,,,,
2492210.951,2417191.545296711847186,47774,,,3609,MT ALEXANDER NR GLASS,FLASH PX,,,,,,,,OPERATIONAL,,,,
2493748.395200001541525,2426248.778996717184782,47775,,,3611,BARRY/LONGFORD,INT,,,,,,,,OPERATIONAL,,,,
2494514.687399999704,2426140.109296713024378,47776,,,3613,BARRY/KYABRAM,INT,,,,,,,,OPERATIONAL,,,,
2502658.711599996313453,2411254.024496708996594,47777,,,3620,PRINCESS NR WILLS,POS,,,,,,,,OPERATIONAL,Bluetooth,,,
2502627.468199998140335,2411036.722496708855033,47778,,,3621,PRINCESS NR MOLESWORTH,POS,,,,,,,,OPERATIONAL,,,,
2499478.5687,2397001.695196694694459,47779,,,3631,SOUTH/NEW,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2500607.9286,2396831.53739669919014,47780,,,3633,SOUTH NR HAMPTON,POS,,,,,,,,OPERATIONAL,ASB WARN,,,
2502260.828400003258139,2396579.411196701228619,47781,,,3634,SOUTH/BLUFF/CUMMINS,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,
2523713.923899992369115,2409567.862296710722148,47782,,,625,BAYSWATER NR BELMONT,POS,,,,,,,,OPERATIONAL,,,,
2523735.724799988791347,2410021.850996706169099,47783,,,626,BAYSWATER/EASTFIELD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2524887.530899992678314,2412327.375296707265079,47784,,,627,CROYDON NR SURREY,POS,,,,,,,,OPERATIONAL,,,,
2525570.425199992023408,2411498.135796706192195,47785,,,628,DORSET/HULL/HEWISH,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2525378.810499992221594,2410051.665696701966226,47786,,,630,DORSET NR DUMOSA,POS,,,,,,,,OPERATIONAL,,,,
2535547.814999985042959,2566844.651096886023879,47787,,,6089,GVH/WILMOT/LONGSTAFF,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2503165.553999996744096,2415281.07859671022743,47788,,,2948,ORIEL NR FORD,POS,,,,,,,,OPERATIONAL,,,,
2495169.938600005581975,2417976.430196711793542,47789,,,3041,BELL/TURNER,INT,,,,,,,,OPERATIONAL,,,,
2498218.492200003005564,2417575.647396707907319,47790,,,3048,BELL/ELIZABETH,INT,,,,,,,,OPERATIONAL,,,,
2494471.298400001600385,2418081.655596712604165,47791,,,3050,BELL/CUMBERLAND,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2494762.533100003376603,2418037.337896713986993,47792,,,3051,BELL/REYNOLDS,INT,,,,,,,,OPERATIONAL,,,,
2495215.156499997712672,2417969.575096709653735,47793,,,3052,BELL/MELVILLE/TURNER,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2495458.432200004346669,2417934.75039671221748,47794,,,3053,BELL/SUSSEX,INT,,,,,,,,OPERATIONAL,,,,
2497056.058300005272031,2417735.247996713966131,47795,,,3054,SYDNEY/BELL,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2498066.899899997748435,2417595.92389670945704,47796,,,3056,BELL/NICHOLSON/ELIZABETH,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM RSV",,,
2499516.515900002326816,2417401.133596712723374,47797,,,3057,BELL NR JESSIE,POS,,,,,,,,OPERATIONAL,FIRE LNK,,,
2532204.335299985483289,2411493.147696706466377,47798,,,1768,York Road  btw Karen Crt & Hawkins Rd,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2500359.187899998854846,2406370.650096705183387,47799,,,2981,WILLIAMS NR CASSELL,POS,,,,,,,,OPERATIONAL,,,,
2537921.32439998537302,2413229.05269671138376,47800,,,823,WARBURTON NR SEBIRE,POS,,,,,,,,OPERATIONAL,,,,
2499660.698499999009,2413019.342296709306538,47801,,,4155,HIGH NR WALKER,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2515997.03079999378,2413010.638896710239351,47802,,,1164,SPRINGVALE/OLD WARRANDYTE,INT,,,,,,,,OPERATIONAL,,,,
2489713.910700005944818,2406502.192196705378592,47803,,,4967,MELBOURNE/MASON,INT,,,,,,,,OPERATIONAL,,,,
2495243.310599999502,2408273.755296705290675,47804,,,4901,WESTGATE FWY WB/MONTAGUE,INT,,,,,,,,OPERATIONAL,"RAMP SGN,UPS",,,
2495382.322700003627688,2408423.88859670329839,47805,,,4902,MONTAGUE/LORIMER,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,PTS_SIGN,R",,,
2496183.0629,2407153.700196702964604,47806,,,4903,PARK/FERRARS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2496401.3256,2407233.042396701872349,47807,,,4904,CECIL/PARK,INT,,,,,,,,OPERATIONAL,"RLC,TRAM PRI",,,
2496619.41640000231564,2407312.378896703012288,47808,,,4905,CLARENDON/PARK,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2496837.335199998691678,2407392.264496705494821,47809,,,4906,PARK/MORAY,INT,,,,,,,,OPERATIONAL,"GWTT,TRAM PRI",,,
2496377.303900005295873,2406805.504796703346074,47810,,,4907,FERRARS NR BRIDPORT,POS,,,,,,,,OPERATIONAL,,,,
2495537.819100001826882,2406063.917696705088019,47811,,,4908,VICTORIA NR DANKS,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,
2496409.192000003997236,2406541.476796701550484,47812,,,4909,CANTERBURY/KERFERD/ALBERT/FERRARS,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP,TRAM PRI",,,
2505023.748400002717972,2416589.569196714088321,47813,,,4298,UPPER HEIDELBERG NR BROWN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2503962.208899995777756,2415984.494896708056331,47814,,,4299,BANKSIA/WATERDALE,INT,,,,,,,,OPERATIONAL,,,,
2504726.024799999781,2415879.884696708992124,47815,,,4300,BANKSIA/UPPER HEIDELBERG,INT,,,,,,,,OPERATIONAL,,,,
2496026.854500005021691,2409128.102496705017984,47816,,,3460,COLLINS BTW SPENCER & KING,FLASH PX,,,,,,,,OPERATIONAL,,,,
2505164.887199996039271,2415820.804096709005535,47817,,,4301,BANKSIA/STUDLEY,INT,,,,,,,,OPERATIONAL,"PARTFCRT,PTS_SIGN,PUFFIN",,,
2503087.342600001953542,2414880.340696709230542,47818,,,4303,ORIEL/LIVINGSTONE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2503781.712399995420128,2414732.890096708200872,47819,,,4305,UPPER HEIDELBERG/WATERDALE/LIVINGSTONE,INT,,,,,,,,OPERATIONAL,,,,
2505685.210699994582683,2413756.587096707895398,47820,,,4307,BURKE/MCARTHUR,INT,,,,,,,,OPERATIONAL,,,,
2490998.6055,2411000.892596705816686,47821,,,4243,ALBERT/IRVING,INT,,,,,,,,OPERATIONAL,,,,
2491114.900000001303852,2410952.959396702237427,47822,,,4244,NICHOLSON/IRVING,INT,,,,,,,,OPERATIONAL,,,,
2491269.18150000507012,2411042.02189670316875,47823,,,4245,IRVING/LEEDS,INT,,,,,,,,OPERATIONAL,TRAM RSV,,,
2490705.364000003319234,2411309.892596708610654,47824,,,4246,BARKLY NR VICTORIA,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2491295.2357,2411223.845196705311537,47825,,,4247,HOPKINS/LEEDS,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2489424.142500003334135,2411471.302696708589792,47826,,,4248,BARKLY/WARLEIGH,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2489856.504600007552654,2410569.403496704995632,47827,,,4249,WILLIAMSTOWN/CHARLES/DICKSON,INT,,,,,,,,OPERATIONAL,,,,
2489739.1041,2409792.794696705415845,47828,,,4251,WILLIAMSTOWN/SOMERVILLE,INT,,,,,,,,OPERATIONAL,SRLC,,,
2490245.214800004847348,2409721.368196708150208,47829,,,4252,SOMERVILLE/GAMON,INT,,,,,,,,OPERATIONAL,,,,
2488983.456200008746237,2411532.221796702593565,47830,,,4253,BARKLY NR ARGYLE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2488912.914,2409067.993396705016494,47831,,,4254,FRANCIS/WEMBLEY,INT,,,,,,,,OPERATIONAL,"SAFECAM,SRLC",,,
2490615.936600003391504,2408828.342096703127027,47832,,,4255,FRANCIS/STEPHEN,INT,,,,,,,,OPERATIONAL,,,,
2509205.858399998396635,2412507.311796707101166,47833,,,2830,DONCASTER/HIGH,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2502308.428000005427748,2397359.344496701844037,47834,,,2337,NEPEAN/CUMMINS/PATTERSON,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2499264.602899998892099,2398748.255196695216,47835,,,2338,NEW NR PARK,POS,,,,,,,,OPERATIONAL,,,,
2504663.276499998755753,2393570.932896698825061,47836,,,2339,NEPEAN/SOUTHLAND NTH ENT,INT,,,,,,,,OPERATIONAL,,,,
2498274.710500002838671,2404786.667196701280773,47837,,,4832,FITZROY/PRINCES/LAKESIDE,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP,RLC,SRLC,TRAM P",,,
2497776.740400002803653,2404414.624296702444553,47838,,,4833,FITZROY NR PARK,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM RSV",,,
2498334.316,2405517.099096704274416,47839,,,4834,ST KILDA NR RALEIGH,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,
2499551.473300002515316,2406444.786196704022586,47840,,,4770,CHAPEL/GARDEN (*** USE 4771 ***),INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2499539.94719999982,2406373.086896701715887,47841,,,4771,CHAPEL/WILSON/GARDEN,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2499451.532200002111495,2405765.861996701918542,47842,,,4772,CHAPEL/CHATHAM/PRINCES,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2499440.537100002169609,2405676.293196703307331,47843,,,4773,CHAPEL NR KING,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,
2499375.623599998187274,2405194.596096701920033,47844,,,4774,CHAPEL NR UNION,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,
2500180.49059999641,2405094.616196702234447,47845,,,4777,WILLIAMS NR GOOCH,POS,,,,,,,,OPERATIONAL,,,,
2501734.36599999666,2404422.953096700832248,47846,,,4778,KOOYONG/WATTLETREE,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2500685.589000002481043,2405817.572696706280112,47847,,,4779,MALVERN NR CHATSWORTH,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,
2500597.481299996841699,2420501.228396711871028,47848,,,4780,SPRING/EDWARDES,INT,,,,,,,,OPERATIONAL,,,,
2500048.3926,2418955.919496711343527,47849,,,4781,SPRING/REGENT,INT,,,,,,,,OPERATIONAL,,,,
2500000.881399996113032,2418150.844196710735559,47850,,,4782,ST GEORGES/MURRAY,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK",,,
2499636.397799998987466,2416838.560596711933613,47851,,,4784,ST GEORGES/OAKOVER,INT,,,,,,,,OPERATIONAL,,,,
2499360.427199996076524,2419838.656696712598205,47852,,,4785,GILBERT NR LOCKSLEY,POS,,,,,,,,OPERATIONAL,,,,
2505096.385899996851,2417065.75919670984149,47853,,,3330,LWR PLENTY/UPP. HEIDELBERG/WAIORA/ALTONA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2506617.735199999064,2418198.17729671113193,47854,,,3332,LWR PLENTY/ROSANNA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2506910.706399996299297,2418408.921296712011099,47855,,,3333,GREENSBOROUGH/LWR PLENTY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2509058.780699994415045,2419048.251696707680821,47856,,,3334,LWR PLENTY/YALLAMBIE,INT,,,,,,,,OPERATIONAL,,,,
2507158.376100004184991,2420157.479296712204814,47857,,,3340,GREENSBOROUGH/YALLAMBIE,INT,,,,,,,,OPERATIONAL,,,,
2507304.93769999966,2420710.38109671138227,47858,,,3341,GREENSBOROUGH HWY/WATSONIA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2508136.730699998327,2421934.975096713751554,47859,,,3344,GRIMSHAW ST/GREENSBOROUGH RD,INT,,,,,,,,OPERATIONAL,,,,
2508877.671899993438274,2421832.1203967127949,47860,,,3345,GRIMSHAW/HENRY/THE CIRCUIT,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK,PARTFCRT",,,
2509186.213799996767193,2421921.795196717604995,47861,,,3346,MAIN NR GREENSBOROUGH CENTRE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2509277.114699993282557,2421991.836096713319421,47862,,,3347,MAIN/PARA/CIRCUIT/HAILES,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2513354.436399991624057,2425329.334496716037393,47863,,,3348,CHUTE NR INGLES,POS,,,,,,,,OPERATIONAL,,,,
2509494.88090000115335,2422350.176496716216207,47864,,,3349,DIAMOND CREEK/ST HELENA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2507000.73959999904,2418986.405496710911393,47865,,,3350,GREENSBOROUGH/ERSKINE,INT,,,,,,,,OPERATIONAL,,,,
2517155.628799990750849,2429240.265196720138192,47866,,,3351,MAIN NR PARKER,FLASH PX,,,,,,,,OPERATIONAL,ASB WARN,,,
2510129.031599996611476,2422301.379996715113521,47867,,,3353,MOUNTAIN VIEW/ST HELENA,INT,,,,,,,,OPERATIONAL,,,,
2512604.288899997249246,2423759.107196716591716,47868,,,3354,RYANS/WALLOWA/ALLENDALE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2510752.883499997202307,2422203.827496711164713,47869,,,3355,ST HELENA/KARINGAL,INT,,,,,,,,OPERATIONAL,,,,
2514676.334899992682,2425184.073496716096997,47870,,,3356,HEIDELBERG-KINGLAKE NR THE PARKWAY,POS,,,,,,,,OPERATIONAL,,,,
2506083.908999998588115,2415689.669696712866426,47871,,,3360,BANKSIA/LWR HEIDELBERG,INT,,,,,,,,OPERATIONAL,"Bluetooth,PUFFIN",,,
2506303.019399996846914,2415655.435596711933613,47872,,,3361,BANKSIA/DORA,INT,,,,,,,,OPERATIONAL,,,,
2505865.323999998625368,2415721.567096708342433,47873,,,3362,BANKSIA/CAPE,INT,,,,,,,,OPERATIONAL,,,,
2505465.505399998743087,2415779.771196709014475,47874,,,3363,BANKSIA NR MOUNT,POS,,,,,,,,OPERATIONAL,,,,
2498806.076200002338737,2410730.39279670547694,47875,,,3377,WELLINGTON/GIPPS,INT,,,,,,,,OPERATIONAL,,,,
2499468.936099998187274,2411666.744196701794863,47876,,,3380,EASTERN FWY OFF RAMP/HODDLE,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP",,,
2510870.433699998538941,2396883.104296698234975,47877,,,4697,CENTRE NR AUDSLEY,POS,,,,,,,,OPERATIONAL,,,,
2511216.395799996796995,2396829.371196698397398,47878,,,4698,CENTRE/HAUGHTON/CARINISH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL LNK",,,
2511431.388999996706843,2396795.78249669726938,47879,,,4699,CENTRE NR KIONGA,POS,,,,,,,,OPERATIONAL,,,,
2511950.932199994102,2396713.143896696157753,47880,,,4700,CENTRE/MCNAUGHTON/KOMBI,INT,,,,,,,,OPERATIONAL,,,,
2512086.782699998002499,2395999.484596699476242,47881,,,4701,RAYHUR NR KOMBI,POS,,,,,,,,OPERATIONAL,,,,
2512318.545999990776181,2395312.318896696902812,47882,,,4702,WESTALL/FAIRBANK,INT,,,,,,,,OPERATIONAL,,,,
2512031.622999997809529,2398966.842096694745123,47883,,,4703,RING ROAD EAST AT MONASH UNI,POS,,,,,,,,OPERATIONAL,,,,
2511624.314799997024238,2398598.701896698214114,47884,,,4705,RING ROAD SOUTH AT MONASH UNI,POS,,,,,,,,OPERATIONAL,,,,
2512012.287699994165,2395360.158396693877876,47885,,,4706,FAIRBANK NR MONASH CRES,POS,,,,,,,,OPERATIONAL,,,,
2497636.3081,2410321.490796707570553,47886,,,4406,Vcitoria Pde and Nicholson St,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,EVP,SRLC,T",,,
2497119.146399998571724,2411369.044196708127856,47887,,,4407,LYGON/FARADAY,INT,,,,,,,,OPERATIONAL,JUCLP,,,
2497142.867200003471226,2411537.30789670906961,47888,,,4408,LYGON/ELGIN,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2497400.9203,2411501.654196704737842,47889,,,4409,RATHDOWNE/ELGIN,INT,,,,,,,,OPERATIONAL,,,,
2497612.469200001098216,2411472.971596708521247,47890,,,4410,CANNING/ELGIN,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2497423.946099997032434,2411658.59619670547545,47891,,,4411,RATHDOWNE NR PALMERSTON,POS,,,,,,,,OPERATIONAL,,,,
2497051.859600001014769,2410878.237796702422202,47892,,,4413,LYGON NR PELHAM,POS,,,,,,,,OPERATIONAL,"JUCLP,PUFFIN",,,
2497686.384099998511374,2412018.490496705286205,47893,,,4415,PRINCES NR CANNING,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2497333.359499998856336,2410986.322196708060801,47894,,,4416,RATHDOWNE NR PELHAM,POS,,,,,,,,OPERATIONAL,"PUFFIN,TOP HAT,VDTCR",,,
2497443.454200001433492,2411801.108696708455682,47895,,,4417,RATHDOWNE NR NEILL,POS,,,,,,,,OPERATIONAL,,,,
2497465.247400002088398,2411961.712596707046032,47896,,,4418,RATHDOWNE NR PRINCES,POS,,,,,,,,OPERATIONAL,,,,
2497676.994100001174957,2410624.829496705904603,47897,,,4419,NICHOLSON/GERTRUDE,INT,,,,,,,,OPERATIONAL,"ASB WARN,EVP,TRAM PRI",,,
2497629.945900001097471,2413203.916696707718074,47898,,,4422,RATHDOWNE/PIGDON,INT,,,,,,,,OPERATIONAL,,,,
2497368.934500004164875,2413239.909196709282696,47899,,,4423,LYGON/PIGDON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2497341.960500001907349,2413023.25639670714736,47900,,,4424,LYGON NR RICHARDSON,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,
2497825.704000004567206,2411729.519296705722809,47901,,,4427,NICHOLSON NR KAY,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,
2506030.412299994844943,2402456.328996701166034,47902,,,4430,MALVERN/BELGRAVE,INT,,,,,,,,OPERATIONAL,,,,
2504615.430699995718896,2405304.781096706166863,47903,,,4431,BURKE NR CARROLL,POS,,,,,,,,OPERATIONAL,,,,
2498321.3418,2410098.57199670560658,47904,,,4440,ALBERT NR EADES,POS,,,,,,,,OPERATIONAL,ASB WARN,,,
2513575.853799993172288,2409262.444696705788374,47905,,,114,WHITEHORSE/CHAPEL,INT,,,,,,,,OPERATIONAL,"ASB WARN,VTAG",,,
2513754.203399994876236,2409244.062996705062687,47906,,,115,MAROONDAH/SURREY,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,
2515495.667599992361,2409159.448496705852449,47907,,,117,MAROONDAH/SPRINGVALE,INT,,,,,,,,OPERATIONAL,"AMBU LNK,ASB WARN,Bluetooth,F",,,
