X,Y,OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI
2505970.250799995847046,2423754.237096715718508,45974,,,4169,METROPOLITAN RING ROAD/PLENTY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2443686.913000025786459,2382695.465196694247425,45975,,,5182,BACCHUS-MARSH /O'BRIENS,INT,,,,,,,,OPERATIONAL,MICROCEL,,,
2495775.700000004842877,2428145.366196719929576,45976,,,2178,SYDNEY RD/NORTHBOURNE/TRUCK CITY,INT,,,,,,,,OPERATIONAL,FIRE LNK,,,
2493143.066000001970679,2424769.817396715283394,45977,,,3615,PASCOE VALE/COLERAINE,INT,,,,,,,,OPERATIONAL,,,,
2510216.058699999005,2395352.443696696311235,45978,,,4636,BOURKE/CLAYTON/OSBORNE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2505554.0565,2397715.327096699737012,45979,,,4639,CENTRE NR CHESTER,POS,,,,,,,,OPERATIONAL,,,,
2504660.235299995169044,2391267.235496694222093,45980,,,4640,BALCOMBE/CHARMAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2497706.558799996972084,2409744.266396704129875,45981,,,4575,SPRING/COLLINS,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2435296.950900030322373,2525604.903296820819378,45982,,,6284,MYRTLE/WILLS-MYERS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2482542.619600004050881,2417367.225696709007025,45983,,,4928,MAIN ROAD EAST/COLLINS,INT,,,,,,,,OPERATIONAL,,,,
2484951.832900008652359,2414033.132096708752215,45984,,,4929,MCINTYRE NR SUNSHINE (FIRE STN),FIRE W/W,,,,,,,,OPERATIONAL,,,,
2480561.864000007044524,2417642.21809671446681,45985,,,4930,MAIN/KINGS/STATION,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2482276.116500003729016,2417407.176296710968018,45986,,,4931,MAIN WEST/MCKECHNIE,INT,,,,,,,,OPERATIONAL,,,,
2482368.771400003693998,2417393.276496710255742,45987,,,4932,MAIN/ST ALBANS/ESPLANADE,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK,UPS",,,
2480192.953100012149662,2414873.614696710370481,45988,,,4933,STATION NR TRINACRIA,POS,,,,,,,,OPERATIONAL,,,,
2507529.291799995582551,2418813.590396711602807,45989,,,3337,LWR PLENTY/CREW/MARTINS,INT,,,,,,,,OPERATIONAL,,,,
2462440.312500013969839,2421292.870996715500951,45990,,,4980,EXFORD NR MORSHEAD,POS,,,,,,,,OPERATIONAL,,,,
2461850.40800001565367,2423549.608096715062857,45991,,,4982,COBURNS/WESTERN FWY (NTH),INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2461784.531000019982457,2423102.602196715772152,45992,,,4983,COBURNS/WESTERN FWY (STH),INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2499807.834399997722358,2423043.299496714025736,45993,,,4988,MAHONEYS NR THOMASTOWN FIRE,FIRE W/W,,,,,,,,OPERATIONAL,,,,
2499938.431500003207475,2424679.059396713972092,45994,,,4990,EDGARS/MAIN,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,
2499209.547300004865974,2423123.282496713101864,45995,,,4991,MAHONEYS/HUGHES,INT,,,,,,,,OPERATIONAL,,,,
2500088.3658,2423007.565096715465188,45996,,,4992,MAHONEYS/EDGARS,INT,,,,,,,,OPERATIONAL,"Bluetooth,FIRE LNK",,,
2503121.869900002144277,2425045.605296717956662,45997,,,4993,MCKIMMIES NR DAREBIN,POS,,,,,,,,OPERATIONAL,,,,
2502691.888899996411055,2424916.793996712192893,45998,,,4994,DALTON/THE BOULEVARD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2506144.049699997995049,2424666.712696714326739,45999,,,4995,PLENTY/MCKIMMIES,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM RSV",,,
2504996.121600002981722,2422585.568096715956926,46000,,,4996,SETTLEMENT NR COOK,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2503816.685199995990843,2422863.753196712583303,46001,,,4998,SETTLEMENT NR NORRIS,POS,,,,,,,,OPERATIONAL,,,,
2472139.711600008420646,2402858.010696698911488,46002,,,5000,DERRIMUT/BAGGOTT,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,
2470276.910000008065253,2399965.828596699051559,46003,,,5001,DUNCANS/WATTON,INT,,,,,,,,OPERATIONAL,,,,
2480805.365000009071082,2406298.061196703463793,46004,,,5002,FITZGERALD/LEAKES/KOROROIT CREEK,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2473625.660900006536394,2401772.002796701155603,46005,,,5003,PHW/OLD GEELONG,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,
2445724.985000021290034,2381619.467496693134308,46006,,,5004,CORIO-WAURN PONDS / BRODERICK,INT,,,,,,,,OPERATIONAL,"Bluetooth,PTS_SIGN",,,
2445316.33450002130121,2381211.088696693070233,46007,,,5005,CORIO-WAURN PONDS/PLANTATION/SCHOOL,INT,,,,,,,,OPERATIONAL,,,,
2483447.233300007414073,2415604.291696709580719,46008,,,4935,FURLONG/ST ALBANS,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAIL LNK,RLC",,,
2489525.361400004476309,2413987.04019670933485,46009,,,4936,HAMPSTEAD/WESTS/WILLIAMSON,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,
2488583.499500002712011,2413239.986896707676351,46010,,,4937,HAMPSTEAD/MITCHELL/OMAR,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2489563.7419000021182,2414222.599296708591282,46011,,,4938,WESTS RD/WATERFORD GREEN,INT,,,,,,,,OPERATIONAL,,,,
2485107.167400007601827,2415112.187596709467471,46012,,,4939,MCINTYRE/BERKSHIRE,INT,,,,,,,,OPERATIONAL,,,,
2443360.101700021885335,2372188.776296686381102,46013,,,5044,MYERS/FENWICK,INT,,,,,,,,OPERATIONAL,,,,
2505586.532599998172373,2410033.282996706664562,46014,,,3798,WHITEHORSE NR CAMPBELL,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2509965.364999997895211,2393724.242396699264646,46015,,,3212,HEATHERTON/KINGSTON/CLAYTON/BOUNDARY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2489788.787100005429238,2424763.300996715202928,46016,,,2858,MICKLEHAM/FAWKNER,INT,,,,,,,,OPERATIONAL,,,,
2516050.695099998731166,2415046.790296707767993,46017,,,314,SPRINGVALE/REYNOLDS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2490506.150600004941225,2416296.031696712598205,46018,,,3044,BUCKLEY NR BATMAN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2435886.725700022187084,2527599.559796825051308,46019,,,6210,BENDIGO-EAGLEHAWK RD,POS,,,,,,,,OPERATIONAL,DIDO,,,
2482672.461000008974224,2420599.451796712353826,46020,,,2892,SUNSHINE/ODESSA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2505630.6965,2411942.33619670663029,46021,,,4030,BURKE/DONCASTER/KILBY/HIGH,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,TRAM PRI",,,
2482704.226600006222725,2421356.864896712824702,46022,,,2891,SUNSHINE/APOLLO,INT,,,,,,,,OPERATIONAL,,,,
2510905.336499991826713,2386572.926996693946421,46023,,,312,WELLS/NURTEN/ROYAL PALMS,INT,,,,,,,,OPERATIONAL,SRLC,,,
2509443.615499999374,2414960.163296707905829,46024,,,1901,THOMPSONS/FEATHERTOP/WELLINGTON,INT,,,,,,,,OPERATIONAL,,,,
2515238.989299991633743,2407545.598796702921391,46025,,,393,SPRINGVALE NR CAVES,BUS SIG,,,,,,,,OPERATIONAL,,,,
2527092.549499993212521,2386966.032096692360938,46026,,,594,MONASH FWY/NARRE WARREN NTH,INT,,,,,,,,OPERATIONAL,,,,
2497363.54749999987,2418049.323696710169315,46027,,,3086,PENTRIDGE/STOCKADE,INT,,,,,,,,OPERATIONAL,,,,
2284446.120400085579604,2343528.190396682359278,46028,,,6822,PHW/MAHONEYS/HORNE,INT,,,,,,,,OPERATIONAL,SRLC,,,
2492425.147100004833192,2407101.090096706524491,46029,,,2995,Webb Dock Drive/Access Road,INT,,,,,,,,OPERATIONAL,,,,
2492259.106200004927814,2407610.707496704533696,46030,,,2469,Todd Road/Webb Dock Drive/Cook Street,INT,,,,,,,,OPERATIONAL,,,,
2494874.108099998906255,2408968.986596703529358,46031,,,1552,Bourke Street/Collins Street/Tom Thumb L,INT,,,,,,,,OPERATIONAL,,,,
2492502.32740000449121,2407118.251696702092886,46032,,,2887,WILLIAMSTOWN/TODD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2492384.265199999325,2407435.127896702848375,46033,,,2399,TODD/WEBB DOCK/WESTGATE WB RAMPS,INT,,,,,,,,OPERATIONAL,,,,
2519092.216599994805,2405036.902596708387136,46034,,,120,MOUNTAIN HWY STH OF BARMAH,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2507334.604499998968095,2413602.590496707707644,46035,,,709,EASTERN FWY RAMP/THOMPSONS,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,
2488343.89780000410974,2421553.818496717140079,46036,,,2649,SHARPS/AIRPORT,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2499782.4983000010252,2400267.094396700151265,46037,,,3549,NORTH NR ST JAMES,POS,,,,,,,,OPERATIONAL,,,,
2496295.5026,2408867.95979670714587,46038,,,2927,KINGS WAY NR YARRA RIVER,POS,,,,,,,,OPERATIONAL,,,,
2509884.347399998456,2414163.779696710407734,46039,,,592,MANNINGHAM/MACEDON,INT,,,,,,,,OPERATIONAL,SRLC,,,
2444482.652300022542477,2372560.423496687784791,46040,,,5042,EASTERN BEACH/BELLERINE/BROUGHAM,INT,,,,,,,,OPERATIONAL,,,,
2444086.503600024618208,2372834.852096686139703,46041,,,5043,WESTERN BEACH/EASTERN BEACH/MOORABOOL,INT,,,,,,,,OPERATIONAL,,,,
2502150.933099999093,2397584.146396695636213,48042,,,2336,NEPEAN/DENDY,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2509124.860099996905774,2399043.880696699954569,48043,,,4718,HUNTINGDALE NR STAFFORD,POS,,,,,,,,OPERATIONAL,ASB WARN,,,
2509058.431299995165318,2398767.027896697632968,48044,,,4719,CLARENDON NR HUNTINGDALE,FLASH PX,,,,,,,,OPERATIONAL,,,,
2495387.9986,2407388.595496703870595,48045,,,4720,INGLES/CROCKFORD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2495061.31560000218451,2407125.1450967034325,48046,,,4721,BAY/BRIDGE,INT,,,,,,,,OPERATIONAL,,,,
2494788.414399999194,2406750.39379670470953,48047,,,4722,BAY/GRAHAM,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2494556.164,2406431.930896704085171,48048,,,4723,BAY/BEACH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,
2495209.671300002373755,2406443.539896704256535,48049,,,4727,GRAHAM/PICKLES,INT,,,,,,,,OPERATIONAL,,,,
2494192.638200003188103,2407353.223996703512967,48050,,,4728,GRAHAM NR CLARK,POS,,,,,,,,OPERATIONAL,PTS_SIGN,,,
2493011.276600006502122,2408909.704896706156433,48051,,,4732,LORIMER/SALMON,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2496336.864800003357232,2410115.808696704916656,48052,,,4556,QUEEN/A'BECKETT,INT,,,,,,,,OPERATIONAL,,,,
2525015.400999992154539,2413000.016896708868444,48053,,,887,CROYDON/LINCOLN (SEE SITE NO. 137),INT,,,,,,,,OPERATIONAL,,,,
2520310.074899993371218,2410017.19939670804888,48054,,,867,RINGWOOD BYPASS/WARRANDYTE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2499637.793099999893,2406984.749496704898775,48055,,,4737,CHAPEL/DALY,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2499343.167400002479553,2404981.938296700827777,48056,,,4738,CHAPEL NR MADDOCK,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,
2500504.644199997186661,2407302.279696704819798,48057,,,4739,ALEXANDRA/WILLIAMS NTH,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2499696.841799997258931,2407355.674696706235409,48058,,,4740,CHAPEL/ALEXANDRA/CHURCH,INT,,,,,,,,OPERATIONAL,"Bluetooth,RADOUT,SRLC,TRAM PR",,,
2499078.865500004496425,2406925.105896704830229,48059,,,4741,TOORAK NR MYRTLE,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,
2499299.271899998654,2406888.944996705278754,48060,,,4742,TOORAK NR OSBORNE,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,
2499876.244999997783452,2406798.850796704180539,48061,,,4744,TOORAK NR SURREY,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,
2500766.898699999321,2406664.631496704183519,48062,,,4746,TOORAK NR MATHOURA,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,
2499783.90799999936,2413823.215896708890796,48063,,,4681,HIGH/CLARKE,INT,,,,,,,,OPERATIONAL,"RLC,TRAM PRI",,,
2499708.429499998223037,2413327.662696709856391,48064,,,4682,HIGH/WESTGARTH,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,TRAM PRI",,,
2500485.356499999296,2413206.901196707971394,48065,,,4683,WESTGARTH NR GREEN,POS,,,,,,,,OPERATIONAL,,,,
2499312.510300003457814,2415048.357296707108617,48066,,,4685,ST GEORGES NR BEAVERS,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,
2499581.156499996315688,2416581.518196707591414,48067,,,4686,ST GEORGES/MILLER,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2500087.0439,2414598.22919671330601,48068,,,4687,SEPARATION/CAR PARK,INT,,,,,,,,OPERATIONAL,,,,
2500227.624899997841567,2413555.074396709911525,48069,,,4689,SOUTH NR MASON,POS,,,,,,,,OPERATIONAL,,,,
2507929.177199993282557,2400258.903096701949835,48070,,,4690,ATHERTON NR DRUMMOND,POS,,,,,,,,OPERATIONAL,,,,
2508120.878499995917082,2400226.975796700455248,48071,,,4691,ATHERTON/ATKINSON/HANOVER,INT,,,,,,,,OPERATIONAL,,,,
2508450.869099993258715,2397266.713396698236465,48072,,,4693,CENTRE NR RILEY,POS,,,,,,,,OPERATIONAL,,,,
2508851.802799995522946,2397204.809096696786582,48073,,,4694,CENTRE/CLARINDA/HUNTINGDALE,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,
2509416.316099998075515,2397116.508696694858372,48074,,,4695,CENTRE NR MELALEUCA,POS,,,,,,,,OPERATIONAL,,,,
2509665.778899993747473,2397075.600996697321534,48075,,,2960,CENTRE/SPRINGS,INT,,,,,,,,OPERATIONAL,SRLC,,,
2500845.272200003266335,2413150.269896710291505,48076,,,2970,VICTORIA/WESTGARTH/JEFFREY,INT,,,,,,,,OPERATIONAL,,,,
2501136.899499996099621,2415565.165296709164977,48077,,,2971,VICTORIA NR CLARENDON,POS,,,,,,,,OPERATIONAL,,,,
2501347.255900003015995,2407561.011096707545221,48078,,,2980,ORRONG/ST GEORGES,INT,,,,,,,,OPERATIONAL,,,,
2505355.264300002716482,2403496.765596702694893,48079,,,4348,MALVERN/DARLING/DENE,INT,,,,,,,,OPERATIONAL,"Bluetooth,RADOUT",,,
2505109.674699996598065,2403888.713096704334021,48080,,,4349,MALVERN/WATTLETREE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2505022.0846,2404553.482696702703834,48081,,,4350,MALVERN/HIGH,INT,,,,,,,,OPERATIONAL,"Bluetooth,RADOUT,RAIL LNK,TRA",,,
2504598.891699998173863,2405154.732896702364087,48082,,,4351,MALVERN/BURKE,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT,RADOUT,RAI",,,
2504241.379299995955,2405232.613896701484919,48083,,,4352,MALVERN NR BELMONT,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,
2503104.715099996887147,2405413.580596704035997,48084,,,4354,MALVERN NR ELIZABETH,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,
2502644.651699997484684,2405492.207696702331305,48085,,,4355,MALVERN/GLENFERRIE,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2502775.891999995335937,2406361.984796701930463,48086,,,4356,GLENFERRIE/TOORAK,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2502845.012799999677,2404893.57749670278281,48087,,,4358,HIGH NR NORTHBROOK,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,
2503150.790899998508394,2404842.967896703630686,48088,,,4359,HIGH NR PARK,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,
2503625.509499994572252,2404764.306496702134609,48089,,,4360,HIGH/TOORONGA,INT,,,,,,,,OPERATIONAL,"Bluetooth,PTTL,TRAM PRI",,,
2498147.689900004304945,2411736.810796709731221,48090,,,4217,BRUNSWICK NR LEICESTER,POS,,,,,,,,OPERATIONAL,"PTTL,PUFFIN,TRAM PRI",,,
2498466.778300001751631,2410253.870796705596149,48091,,,4218,VICTORIA/SMITH,INT,,,,,,,,OPERATIONAL,"ASB WARN,EVP,TRAM PRI",,,
2498252.596299998462,2412515.956696706824005,48092,,,4219,BRUNSWICK NR CHURCH,POS,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,
2498013.177500002551824,2410739.67629670444876,48093,,,4220,BRUNSWICK NR PALMER,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,
2498036.735900001134723,2410918.370496703777462,48094,,,4221,BRUNSWICK NR HANOVER,POS,,,,,,,,OPERATIONAL,"PTTL,PUFFIN,TRAM PRI",,,
2498215.844199999701,2410554.706796703860164,48095,,,4222,GERTRUDE NR NAPIER,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,
2497916.875399999786,2412366.603696710430086,48096,,,4223,NICHOLSON NR FREEMAN,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,
2498754.437899999786,2413336.232196705415845,48097,,,4226,ST GEORGES NR PARK,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2499267.768299996852875,2412849.064896709285676,48098,,,4227,RUSHALL NR ROWE,POS,,,,,,,,OPERATIONAL,,,,
2498576.623000003397465,2411058.211796707473695,48099,,,4228,SMITH NR ST DAVID,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,
2489622.666900006588548,2408966.904596702195704,48100,,,4230,WILLIAMSTOWN/FRANCIS,INT,,,,,,,,OPERATIONAL,"Bluetooth,RLC",,,
2491567.673800001852214,2410648.102296706289053,48101,,,4231,NAPIER/WHITEHALL,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2491321.451700006145984,2410740.081096702255309,48102,,,4232,HYDE/NAPIER,INT,,,,,,,,OPERATIONAL,,,,
2499179.521399999503,2401040.665296699851751,48103,,,3022,ORMOND ESP/ST KILDA/HEAD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2499114.03880000161007,2400600.024096695706248,48104,,,3023,ST KILDA/MARTIN,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2499079.762100004591048,2400369.380596701987088,48105,,,3024,NORTH/ST KILDA,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,
2498981.689400003291667,2399700.201996698975563,48106,,,3025,ST KILDA/BAY,INT,,,,,,,,OPERATIONAL,RLC,,,
2498821.360399998724461,2399118.029596699401736,48107,,,3026,ST KILDA/GROSVENOR,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2498943.556699999142,2398027.215896701440215,48108,,,3027,DENDY/ESPLANADE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,
2498990.008699999191,2397078.568496700376272,48109,,,3028,SOUTH/BEACH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,RAIL LNK",,,
2498160.8675,2409479.007696703076363,48110,,,2934,WELLINGTON/JOLIMONT,INT,,,,,,,,OPERATIONAL,"Bluetooth,MICROCEL,TRAM PRI",,,
2518691.600399994291365,2386013.698396691121161,48111,,,541,DANDENONG-FRANKSTON/QUALITY/COJO,INT,,,,,,,,OPERATIONAL,,,,
2497337.9533,2408722.406996708363295,48112,,,2936,ST KILDA NR SOUTHBANK (NOLAN),POS,,,,,,,,OPERATIONAL,TRAM RSV,,,
2495033.783699999098,2410956.196796709671617,48113,,,2937,DRYBURGH/QUEENSBERRY,INT,,,,,,,,OPERATIONAL,,,,
2503965.73819999909,2414689.742796710692346,48114,,,2940,NORMAN NR SEDDON,POS,,,,,,,,OPERATIONAL,,,,
2506317.562899996526539,2417300.326096711680293,48115,,,2941,ROSANNA/STATION,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth",,,
2503781.7364,2414786.162996707484126,48116,,,2943,LIVINGSTONE NR WATERDALE,FLASH PX,,,,,,,,OPERATIONAL,,,,
2504881.9262,2416077.015196708962321,48117,,,2944,UPPER HEIDELBERG/BELL ENT. RAMP,INT,,,,,,,,OPERATIONAL,Bluetooth,,,
2504144.401600004639477,2417171.274596709758043,48118,,,2947,WATERDALE/ALTONA,INT,,,,,,,,OPERATIONAL,,,,
2496798.208400004543364,2419272.721496714279056,48119,,,2150,SYDNEY RD/BAKERS,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2496788.189999998081475,2419653.057496715337038,48120,,,2151,SYDNEY RD/SHORTS/KEADY,INT,,,,,,,,OPERATIONAL,,,,
2496758.612400003708899,2420000.201396714895964,48121,,,2152,SYDNEY RD NR MATHIESON,POS,,,,,,,,OPERATIONAL,,,,
2496533.324500003363937,2421816.011096712201834,48122,,,2155,SYDNEY RD/BOX FOREST,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2496176.132700005546212,2424692.061696717515588,48123,,,2158,SYDNEY/SOMERSET,INT,,,,,,,,OPERATIONAL,,,,
2496038.991499999538,2425957.07139671780169,48124,,,2159,HUME HWY/BARRY,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,
2496393.273400004021823,2422903.133696714416146,48125,,,2160,SYDNEY RD/ANDERSON,INT,,,,,,,,OPERATIONAL,,,,
2496483.343400004319847,2422200.655096715316176,48126,,,2162,SYDNEY RD/JUKES,INT,,,,,,,,OPERATIONAL,,,,
2496623.012999997939914,2421127.179096715524793,48127,,,2163,SYDNEY RD/LYNCH,INT,,,,,,,,OPERATIONAL,,,,
2492770.427800001576543,2424620.234896715730429,48128,,,2165,PEARCEDALE NR COLERAINE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2506311.230599996168166,2402348.350396699272096,48129,,,1071,WAVERLEY NR BRUCE,POS,,,,,,,,OPERATIONAL,,,,
2507606.041199992876,2401608.299196696840227,48130,,,1073,MIDDLE/CAPON,INT,,,,,,,,OPERATIONAL,,,,
2508846.470699999016,2402894.237496700137854,48131,,,3666,POWER NR BATESFORD,POS,,,,,,,,OPERATIONAL,,,,
2489454.222200002055615,2406534.610996704548597,48132,,,1097,MASON NR MIRLS,FLASH PX,,,,,,,,OPERATIONAL,,,,
2489669.030800003092736,2406923.782596703618765,48133,,,1099,MELBOURNE NR MCROBERT,POS,,,,,,,,OPERATIONAL,Bluetooth,,,
2508414.425599998328835,2405625.915096702985466,48134,,,2000,BURWOOD HWY/WARRIGAL,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,
2508730.496199999005,2405577.533396700397134,48135,,,2001,BURWOOD HWY/GILMOUR/SOMERS,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,
2508978.970399994868785,2405607.459796702489257,48136,,,2002,BURWOOD HWY NR MILLICENT,POS,,,,,,,,OPERATIONAL,"ASB WARN,PUFFIN,TRAM PRI",,,
2509375.346499998588115,2405680.389396705664694,48137,,,2003,BURWOOD HWY NR PLC,POS,,,,,,,,OPERATIONAL,"ASB WARN,PUFFIN,TRAM PRI",,,
2509595.575599993113428,2405710.329096700996161,48138,,,2004,BURWOOD HWY/ELGAR/MCINTYRE,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,
2509939.742199998814613,2405683.29049670509994,48139,,,2005,BURWOOD HWY/DEAKIN UNIVERSITY,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,
2510554.79499999853,2405587.864596703089774,48140,,,2006,BURWOOD HWY/STATION,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,TRAM PRI",,,
2511100.067699993960559,2405509.24559670407325,48141,,,2007,BURWOOD HWY NR STARLING,POS,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,
2511647.705299999099,2405429.810796703211963,48142,,,2008,BURWOOD HWY/MIDDLEBOROUGH,INT,,,,,,,,OPERATIONAL,"ASB WARN,Bluetooth,PARTFCRT,T",,,
2519795.226399994455278,2403906.505096702836454,48143,,,2009,BURWOOD HWY/TEMPLETON/RENOU,INT,,,,,,,,OPERATIONAL,ASB WARN,,,
2511844.365099994000047,2406777.383996704593301,48144,,,2010,MIDDLEBOROUGH/AILSA,INT,,,,,,,,OPERATIONAL,,,,
2509083.320799995679408,2408263.412596704438329,48145,,,2011,CANTERBURY NR BALMORAL,POS,,,,,,,,OPERATIONAL,"ASB WARN,PUFFIN",,,
2521804.220799988135695,2403069.977496698498726,48146,,,2012,BURWOOD HWY/HIGH ST RD/LEWIS,INT,,,,,,,,OPERATIONAL,"BUS PRI,Bluetooth",,,
2491621.472600002307445,2418326.343896713107824,48147,,,1007,BULLA/TULLAMARINE FWY EB ON/OFF RAMP,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,
2509469.483299995772541,2401294.515096697025001,48148,,,4712,HUNTINGDALE NR HILLCREST,POS,,,,,,,,OPERATIONAL,ASB WARN,,,
2436023.910700027365237,2526231.341996824368834,48149,,,6276,WILLIAMSON/MYERS,INT,,,,,,,,OPERATIONAL,,,,
2669958.915999940596521,2595831.414196947589517,48150,,,6149,HIGH/ELGIN,INT,,,,,,,,OPERATIONAL,DUST,,,
2670064.929299942683429,2596105.427196944132447,48151,,,6150,HIGH / SOUTH,INT,,,,,,,,OPERATIONAL,DIDO,,,
2670189.125699935946614,2596301.725396946072578,48152,,,6151,HIGH / OSBURN,INT,,,,,,,,OPERATIONAL,DIDO,,,
2670483.513799941167235,2596982.170496944338083,48153,,,6152,HUME FWY/LINCOLN CAUSEWAY,INT,,,,,,,,OPERATIONAL,"ASB WARN,DUST,PTS_SIGN,SRLC",,,
2669957.610999941825867,2595624.907696940004826,48154,,,6155,HIGH NR STANLEY,POS,,,,,,,,OPERATIONAL,DIDO,,,
2670013.595099941827357,2595546.777496943250299,48155,,,6156,HOVELL NR LAWRENCE,POS,,,,,,,,OPERATIONAL,PELICAN,,,
2450299.021500018425286,2425244.598896721377969,48156,,,5799,GISBOURNE NR LERDERDERG,POS,,,,,,,,OPERATIONAL,DIDO,,,
2507118.9179,2417603.780896713957191,48157,,,3338,BANYULE NR BEVERLEY,POS,,,,,,,,OPERATIONAL,PUFFIN,,,
2516019.985899994149804,2361257.941496684215963,48158,,,1557,Frankston-Flinders/Padua College Access,INT,,,,,,,,OPERATIONAL,,,,
2510382.145,2382796.864196692593396,48159,,,221,NEPEAN/ARGYLE/MAURY,INT,,,,,,,,OPERATIONAL,"RAIL LNK,UPS",,,
2513415.210199991241097,2394514.806596694979817,48160,,,287,SPRINGVALE NR BALMORAL,POS,,,,,,,,OPERATIONAL,,,,
